"id_usuario";"id_item";"nota";"data-hora"
"109";"476";"3";"1997-11-26 16:17:11"
"932";"514";"5";"1998-03-30 06:25:32"
"233";"275";"5";"1998-01-18 15:20:37"
"362";"333";"5";"1998-01-17 03:41:01"
"360";"285";"5";"1997-11-24 03:50:50"
"484";"4";"4";"1998-03-29 15:12:34"
"572";"124";"5";"1997-11-13 16:33:30"
"653";"328";"4";"1998-01-10 02:07:28"
"878";"512";"5";"1997-11-30 02:28:29"
"593";"8";"3";"1997-09-30 23:31:38"
"389";"67";"2";"1997-11-27 04:05:40"
"417";"668";"2";"1997-12-01 02:10:14"
"200";"151";"3";"1997-10-05 06:03:24"
"95";"89";"3";"1997-11-10 18:12:33"
"164";"458";"4";"1998-03-08 21:07:30"
"649";"1016";"4";"1998-04-01 11:21:51"
"399";"454";"3";"1997-12-19 02:56:29"
"675";"303";"5";"1998-03-09 21:08:42"
"487";"1217";"3";"1998-01-05 15:31:20"
"595";"3";"4";"1998-02-08 04:14:29"
"537";"1163";"1";"1998-01-28 20:32:27"
"916";"250";"4";"1997-11-29 19:42:41"
"110";"94";"4";"1998-02-08 22:57:53"
"249";"1012";"3";"1997-11-15 02:33:18"
"394";"183";"4";"1997-12-03 03:20:08"
"496";"559";"5";"1997-10-05 13:15:53"
"250";"12";"5";"1997-10-28 23:01:39"
"653";"89";"5";"1997-11-06 19:08:20"
"833";"640";"3";"1997-09-24 14:59:46"
"667";"124";"5";"1998-03-27 18:46:04"
"919";"174";"4";"1997-09-27 12:09:07"
"328";"62";"3";"1998-01-17 12:01:15"
"716";"1113";"4";"1997-11-17 17:10:43"
"379";"434";"3";"1997-12-01 04:34:32"
"426";"648";"3";"1997-11-13 14:25:31"
"788";"38";"3";"1997-11-30 03:29:19"
"362";"350";"5";"1998-01-17 03:45:37"
"233";"492";"5";"1997-11-30 17:54:13"
"308";"1074";"3";"1998-02-17 15:47:51"
"477";"90";"4";"1997-10-04 02:01:15"
"889";"762";"3";"1997-11-22 02:39:14"
"372";"264";"4";"1997-10-14 19:48:50"
"407";"660";"3";"1997-10-08 16:29:46"
"749";"230";"3";"1997-11-06 17:31:12"
"374";"126";"3";"1997-11-24 14:40:23"
"207";"241";"3";"1997-10-27 20:41:13"
"417";"178";"3";"1997-11-15 23:22:45"
"588";"684";"4";"1998-03-16 01:57:26"
"133";"294";"3";"1998-03-22 14:47:32"
"379";"433";"4";"1997-11-26 03:20:59"
"23";"433";"5";"1997-09-20 16:53:53"
"181";"682";"4";"1997-11-08 00:59:46"
"346";"121";"4";"1997-09-22 14:18:23"
"435";"885";"3";"1998-02-14 23:23:16"
"243";"208";"4";"1997-11-19 22:25:34"
"798";"1164";"3";"1997-09-30 13:42:24"
"268";"1188";"3";"1997-10-01 19:08:55"
"328";"1139";"1";"1998-01-17 12:09:16"
"522";"530";"4";"1997-10-15 21:21:54"
"21";"53";"4";"1997-09-22 15:10:20"
"30";"231";"2";"1997-09-23 21:31:06"
"198";"381";"3";"1998-01-07 18:24:33"
"181";"10";"2";"1997-11-08 01:22:35"
"175";"100";"2";"1997-10-17 14:01:52"
"898";"748";"4";"1998-02-24 01:32:19"
"387";"655";"3";"1998-02-03 01:32:32"
"607";"222";"3";"1998-01-03 23:06:53"
"287";"252";"1";"1997-09-27 01:26:01"
"463";"249";"2";"1998-03-15 01:27:15"
"764";"356";"4";"1997-10-09 17:56:11"
"293";"356";"3";"1998-03-03 03:52:35"
"896";"966";"4";"1998-02-10 22:12:11"
"308";"805";"4";"1998-02-17 15:17:51"
"553";"485";"3";"1997-11-19 11:11:35"
"886";"783";"1";"1997-10-05 03:43:04"
"286";"949";"4";"1997-10-22 12:40:59"
"474";"209";"5";"1998-02-19 19:34:30"
"682";"1217";"3";"1998-02-26 16:24:07"
"54";"871";"5";"1997-11-30 22:09:07"
"417";"109";"2";"1997-11-15 23:12:49"
"79";"222";"4";"1998-03-30 12:32:37"
"782";"258";"4";"1998-04-02 03:18:26"
"375";"684";"4";"1998-02-04 16:54:26"
"230";"135";"2";"1997-11-25 16:13:36"
"311";"62";"3";"1998-01-09 14:12:09"
"861";"381";"4";"1997-12-04 19:33:00"
"90";"306";"4";"1998-03-31 19:11:07"
"927";"28";"4";"1997-11-10 14:38:31"
"848";"528";"3";"1998-02-09 12:26:20"
"532";"864";"4";"1998-02-09 13:25:40"
"417";"79";"3";"1997-11-15 23:38:44"
"299";"209";"3";"1998-03-10 01:10:13"
"660";"249";"2";"1998-03-29 16:01:49"
"234";"1205";"1";"1998-04-11 19:58:21"
"77";"523";"5";"1998-01-14 01:36:22"
"794";"847";"5";"1998-03-27 18:57:02"
"614";"235";"5";"1997-11-13 20:40:37"
"450";"405";"4";"1997-12-18 16:40:01"
"42";"834";"1";"1997-12-02 21:59:23"
"743";"222";"4";"1997-12-04 20:26:02"
"18";"186";"4";"1997-11-21 14:01:39"
"336";"66";"3";"1997-10-25 02:08:46"
"838";"318";"5";"1998-02-09 20:31:25"
"663";"1047";"4";"1998-03-09 22:17:59"
"33";"879";"3";"1998-04-07 12:50:30"
"271";"131";"4";"1998-01-26 18:16:59"
"921";"560";"2";"1997-11-12 21:29:41"
"391";"209";"5";"1997-10-20 23:05:41"
"870";"239";"3";"1997-10-01 01:36:37"
"798";"395";"3";"1997-10-03 18:47:59"
"350";"214";"3";"1997-12-17 05:31:05"
"796";"795";"3";"1998-04-22 01:27:34"
"82";"183";"3";"1997-11-05 19:44:08"
"305";"904";"4";"1998-02-01 01:37:40"
"254";"1133";"3";"1998-02-03 00:14:42"
"360";"654";"5";"1997-11-24 04:15:15"
"455";"553";"3";"1997-11-09 18:45:07"
"401";"204";"5";"1998-03-27 18:21:24"
"323";"288";"3";"1997-11-05 11:07:07"
"332";"332";"4";"1998-02-19 16:26:51"
"826";"210";"5";"1998-01-24 22:08:46"
"334";"1170";"4";"1998-04-02 17:25:29"
"374";"1248";"3";"1997-11-30 22:00:44"
"923";"827";"3";"1997-11-24 13:13:17"
"506";"742";"5";"1997-10-28 10:20:51"
"410";"272";"4";"1998-02-27 21:52:18"
"378";"1168";"3";"1997-11-23 22:03:03"
"83";"1060";"3";"1997-11-23 14:42:06"
"198";"27";"2";"1998-01-07 18:29:55"
"796";"249";"1";"1998-04-15 14:23:31"
"537";"313";"4";"1998-01-28 20:00:46"
"931";"546";"3";"1998-03-27 19:14:09"
"378";"207";"4";"1997-11-20 16:43:22"
"282";"333";"3";"1997-11-19 11:23:14"
"933";"385";"3";"1997-09-22 11:40:07"
"708";"412";"1";"1997-10-20 02:42:39"
"639";"526";"4";"1998-03-30 03:26:17"
"235";"211";"5";"1998-03-11 19:26:02"
"399";"323";"1";"1997-12-17 03:35:17"
"75";"137";"4";"1998-01-05 22:28:22"
"566";"97";"3";"1997-12-09 03:48:10"
"796";"143";"5";"1998-04-22 01:18:48"
"747";"109";"5";"1998-03-01 03:21:14"
"393";"1206";"3";"1998-03-12 16:21:34"
"226";"182";"1";"1998-01-04 01:48:42"
"881";"27";"3";"1997-10-11 00:02:33"
"184";"285";"5";"1998-03-14 17:36:11"
"618";"367";"3";"1998-03-30 22:55:19"
"889";"642";"3";"1997-11-22 03:50:55"
"119";"546";"4";"1997-09-20 14:18:34"
"322";"1019";"4";"1998-02-12 17:07:53"
"194";"1409";"2";"1997-11-14 21:11:02"
"877";"737";"1";"1997-12-21 01:15:49"
"880";"619";"4";"1997-11-22 21:04:59"
"389";"217";"3";"1997-11-21 02:06:14"
"253";"87";"5";"1998-04-03 15:31:18"
"12";"174";"5";"1997-11-19 14:02:49"
"907";"496";"4";"1997-11-21 21:47:46"
"533";"111";"4";"1997-11-10 17:07:54"
"95";"63";"3";"1997-11-26 16:23:38"
"178";"157";"5";"1997-12-22 18:50:00"
"907";"98";"5";"1997-11-21 21:53:57"
"579";"153";"4";"1997-12-01 01:58:55"
"130";"261";"4";"1997-09-22 15:38:45"
"683";"879";"3";"1998-04-22 19:26:37"
"70";"99";"4";"1998-01-06 03:13:42"
"268";"10";"4";"1997-09-26 17:44:51"
"792";"1164";"3";"1997-10-26 21:03:49"
"6";"15";"3";"1997-12-31 17:15:02"
"219";"855";"5";"1998-03-09 11:10:19"
"423";"327";"2";"1998-03-31 22:37:53"
"747";"1203";"5";"1998-02-28 01:21:25"
"443";"286";"5";"1997-12-30 14:55:21"
"660";"22";"4";"1998-03-29 16:21:02"
"824";"319";"2";"1997-10-16 13:55:27"
"256";"802";"3";"1997-12-15 02:49:15"
"484";"252";"3";"1997-11-23 04:36:56"
"718";"222";"4";"1997-12-28 19:38:32"
"880";"393";"3";"1997-11-22 02:02:06"
"13";"811";"5";"1997-12-14 19:50:29"
"375";"77";"4";"1998-02-04 16:53:44"
"660";"106";"2";"1998-04-06 20:04:27"
"6";"125";"3";"1997-12-31 17:21:10"
"396";"121";"5";"1998-01-12 20:03:55"
"481";"204";"4";"1998-01-26 12:39:56"
"666";"1047";"3";"1997-11-23 16:37:38"
"746";"181";"5";"1998-01-17 19:12:46"
"7";"415";"2";"1998-03-31 11:27:18"
"592";"527";"5";"1997-12-24 06:31:29"
"77";"56";"4";"1998-01-14 01:41:40"
"694";"229";"4";"1997-10-01 15:00:01"
"925";"288";"5";"1998-01-12 16:27:04"
"659";"602";"4";"1998-03-31 20:13:06"
"200";"580";"2";"1998-01-06 20:41:54"
"429";"928";"2";"1997-12-17 16:27:29"
"284";"306";"4";"1998-01-20 17:45:46"
"37";"385";"4";"1997-11-30 15:51:42"
"863";"303";"1";"1998-03-07 13:41:51"
"18";"14";"5";"1997-11-21 13:40:31"
"233";"249";"5";"1997-12-28 21:54:31"
"619";"298";"5";"1998-01-27 23:16:18"
"716";"64";"5";"1997-11-17 16:35:14"
"138";"603";"4";"1997-11-08 18:23:04"
"215";"204";"3";"1998-04-01 10:08:49"
"9";"479";"4";"1998-02-08 14:35:43"
"144";"105";"2";"1998-02-21 20:46:07"
"661";"676";"4";"1998-02-07 05:47:02"
"708";"276";"2";"1997-10-20 02:38:25"
"932";"441";"2";"1998-03-30 07:08:24"
"62";"704";"2";"1997-11-12 19:57:57"
"22";"393";"4";"1997-11-07 04:16:29"
"536";"121";"4";"1997-12-16 21:33:40"
"500";"553";"2";"1998-01-03 22:12:50"
"332";"117";"4";"1998-02-19 16:29:35"
"379";"516";"4";"1997-11-26 03:21:46"
"620";"148";"3";"1998-03-15 15:41:39"
"85";"45";"3";"1997-11-13 18:06:37"
"932";"448";"2";"1998-03-30 06:53:08"
"453";"226";"3";"1997-10-22 20:00:14"
"537";"557";"3";"1998-01-28 21:04:05"
"145";"544";"4";"1997-09-26 07:55:12"
"391";"462";"4";"1997-10-20 23:06:28"
"506";"686";"3";"1998-03-14 08:25:17"
"804";"70";"4";"1997-11-13 14:45:37"
"558";"508";"5";"1997-11-13 12:53:16"
"254";"542";"3";"1998-02-03 00:03:54"
"881";"22";"5";"1997-10-10 23:47:08"
"464";"879";"4";"1997-11-01 00:26:31"
"790";"386";"2";"1998-01-18 18:16:48"
"537";"472";"2";"1998-01-28 20:33:35"
"228";"886";"1";"1998-03-08 16:59:33"
"435";"49";"4";"1998-01-06 21:14:32"
"655";"393";"2";"1998-02-14 00:52:14"
"99";"413";"3";"1998-01-24 19:01:39"
"94";"646";"5";"1998-01-27 00:50:06"
"279";"163";"5";"1997-09-26 19:35:11"
"661";"423";"4";"1997-10-04 22:58:46"
"655";"914";"3";"1998-04-05 20:04:31"
"109";"179";"4";"1997-11-26 17:59:21"
"933";"53";"1";"1997-09-21 12:18:24"
"176";"93";"5";"1998-01-29 01:26:03"
"49";"283";"3";"1998-02-21 10:01:26"
"588";"227";"3";"1998-03-16 03:06:25"
"930";"405";"3";"1997-11-14 16:13:23"
"901";"419";"5";"1997-10-17 20:42:43"
"2";"278";"3";"1998-02-27 00:54:07"
"664";"286";"4";"1997-10-10 19:38:12"
"815";"665";"2";"1997-11-04 23:55:25"
"497";"408";"4";"1997-11-12 01:45:55"
"291";"715";"5";"1997-09-21 15:58:47"
"74";"268";"3";"1998-02-24 12:13:15"
"543";"226";"4";"1997-09-30 20:49:32"
"293";"125";"2";"1998-03-03 03:04:46"
"116";"751";"3";"1998-03-17 07:46:17"
"181";"743";"1";"1997-11-08 01:27:21"
"390";"304";"5";"1997-11-16 12:19:21"
"731";"611";"3";"1998-01-30 15:24:43"
"682";"357";"3";"1998-02-26 15:16:19"
"14";"56";"5";"1997-11-09 20:52:59"
"407";"176";"4";"1997-09-23 17:27:07"
"13";"64";"5";"1997-12-14 19:53:57"
"533";"197";"5";"1997-12-23 15:49:48"
"906";"676";"5";"1997-11-13 12:36:55"
"271";"345";"3";"1998-01-26 16:57:46"
"440";"213";"4";"1998-04-03 01:32:30"
"246";"652";"5";"1998-01-16 00:23:53"
"202";"516";"4";"1997-11-16 21:32:58"
"470";"276";"5";"1997-11-10 13:16:59"
"87";"411";"4";"1997-11-18 15:15:46"
"391";"133";"4";"1997-10-20 22:54:58"
"553";"655";"4";"1997-11-19 11:21:29"
"16";"482";"5";"1997-10-24 15:47:52"
"825";"988";"3";"1998-03-04 11:09:17"
"232";"150";"3";"1998-04-02 21:58:15"
"447";"234";"4";"1997-11-06 19:36:22"
"798";"827";"4";"1997-09-30 13:39:01"
"201";"173";"3";"1998-01-06 15:29:20"
"373";"390";"3";"1997-10-17 11:34:50"
"334";"549";"4";"1998-04-02 17:01:01"
"622";"83";"5";"1997-12-20 01:29:38"
"854";"282";"2";"1997-12-22 14:49:20"
"385";"199";"3";"1997-11-13 14:35:59"
"660";"229";"2";"1998-04-01 01:50:12"
"327";"644";"3";"1998-02-17 17:30:10"
"117";"678";"4";"1997-11-21 12:00:35"
"698";"181";"3";"1998-02-01 17:49:01"
"779";"109";"3";"1997-09-28 23:56:22"
"85";"89";"4";"1997-11-13 17:47:55"
"437";"94";"4";"1997-12-01 15:37:16"
"675";"427";"5";"1998-03-09 21:28:11"
"523";"50";"5";"1998-01-01 21:16:26"
"223";"993";"4";"1998-04-02 17:44:36"
"922";"391";"3";"1998-04-01 14:14:00"
"519";"335";"5";"1997-12-27 15:49:55"
"60";"132";"4";"1997-12-28 13:19:04"
"347";"22";"5";"1997-12-09 04:53:25"
"606";"620";"4";"1998-02-09 18:16:54"
"897";"416";"5";"1997-11-19 22:59:46"
"354";"753";"5";"1998-03-29 21:24:42"
"95";"180";"3";"1997-11-26 16:00:52"
"72";"97";"4";"1997-11-20 11:37:18"
"154";"286";"4";"1997-11-10 02:03:55"
"883";"312";"3";"1998-04-04 09:14:04"
"311";"966";"4";"1998-01-09 14:06:57"
"286";"248";"5";"1997-10-02 12:40:00"
"551";"218";"5";"1998-04-17 00:20:12"
"271";"393";"4";"1998-01-26 18:20:48"
"221";"161";"3";"1997-09-26 00:56:23"
"881";"98";"5";"1997-10-10 23:40:12"
"881";"414";"5";"1997-10-10 23:42:32"
"457";"775";"3";"1997-12-19 14:03:41"
"42";"281";"3";"1997-12-02 20:35:28"
"569";"762";"3";"1997-11-17 16:25:40"
"493";"678";"3";"1998-01-06 20:39:39"
"286";"413";"3";"1997-10-22 11:40:26"
"618";"196";"4";"1998-03-30 22:31:29"
"896";"1";"4";"1998-02-10 21:56:19"
"56";"443";"4";"1998-04-15 19:25:44"
"798";"659";"4";"1997-10-03 18:32:17"
"554";"117";"4";"1997-10-07 10:42:57"
"252";"7";"4";"1998-04-01 15:35:43"
"450";"496";"5";"1997-12-17 12:45:32"
"328";"523";"5";"1998-01-17 11:10:06"
"478";"98";"5";"1998-03-08 17:27:42"
"194";"64";"5";"1997-11-14 12:38:56"
"301";"568";"4";"1997-12-14 02:15:38"
"537";"848";"3";"1998-01-28 20:35:52"
"835";"633";"5";"1998-03-27 18:24:49"
"648";"107";"4";"1997-12-15 15:56:40"
"705";"210";"5";"1997-12-29 17:39:48"
"664";"58";"4";"1997-10-10 20:14:52"
"188";"769";"2";"1997-09-24 01:18:40"
"263";"523";"5";"1998-03-30 19:48:27"
"227";"276";"4";"1997-11-08 21:27:31"
"510";"243";"3";"1998-02-16 19:23:00"
"711";"1190";"3";"1998-01-28 20:36:19"
"160";"202";"4";"1997-10-14 17:47:57"
"503";"13";"3";"1997-11-13 13:26:17"
"697";"325";"4";"1997-12-20 09:41:13"
"561";"214";"3";"1998-01-26 07:14:30"
"358";"1159";"5";"1998-03-30 11:53:37"
"407";"99";"4";"1997-10-08 16:28:03"
"130";"881";"4";"1997-10-02 11:07:19"
"127";"243";"5";"1998-01-09 13:52:44"
"181";"299";"1";"1997-11-08 01:02:29"
"412";"64";"4";"1997-11-16 18:58:25"
"782";"1190";"2";"1998-04-02 03:57:10"
"187";"736";"4";"1997-11-13 21:00:32"
"942";"200";"4";"1998-03-30 15:34:00"
"417";"1028";"3";"1997-11-15 23:19:45"
"772";"304";"4";"1997-10-07 15:54:02"
"1";"119";"5";"1997-10-15 02:24:58"
"496";"380";"2";"1997-10-05 13:20:33"
"364";"875";"3";"1997-10-03 23:19:45"
"749";"58";"3";"1997-11-06 17:26:28"
"110";"54";"4";"1998-02-08 22:36:42"
"354";"1137";"4";"1998-03-29 21:56:16"
"87";"196";"5";"1997-11-18 15:28:01"
"854";"132";"5";"1997-12-22 15:04:37"
"407";"357";"4";"1997-09-23 16:22:49"
"436";"99";"3";"1998-02-17 23:52:24"
"840";"252";"4";"1998-03-29 17:36:50"
"455";"170";"3";"1997-11-09 18:40:16"
"246";"576";"1";"1998-01-16 01:11:04"
"201";"405";"4";"1998-01-06 15:47:07"
"885";"588";"4";"1998-01-25 04:53:40"
"273";"305";"4";"1998-03-30 18:21:45"
"653";"210";"4";"1997-11-21 19:08:23"
"725";"264";"1";"1997-10-05 23:10:11"
"45";"288";"3";"1997-12-01 14:17:09"
"784";"310";"4";"1998-03-31 20:32:35"
"707";"702";"3";"1998-01-31 19:36:33"
"921";"405";"3";"1997-11-12 21:09:34"
"599";"237";"5";"1997-12-01 01:46:35"
"233";"371";"5";"1997-11-22 06:19:59"
"851";"127";"5";"1998-04-07 12:07:44"
"57";"496";"4";"1998-01-01 20:46:02"
"554";"179";"3";"1997-10-09 01:03:05"
"141";"742";"4";"1998-01-12 03:02:10"
"500";"120";"3";"1998-01-03 19:17:06"
"642";"120";"3";"1998-01-30 21:24:16"
"660";"1411";"2";"1998-03-29 16:54:54"
"312";"154";"4";"1998-04-04 11:16:12"
"729";"346";"1";"1998-04-22 20:02:48"
"345";"1007";"5";"1998-01-16 20:41:59"
"613";"28";"3";"1998-03-30 00:07:42"
"393";"8";"3";"1998-02-17 17:09:05"
"846";"651";"3";"1998-01-04 18:09:01"
"472";"7";"5";"1998-04-17 02:29:13"
"429";"470";"5";"1997-12-17 16:18:29"
"327";"484";"3";"1998-02-17 16:55:03"
"913";"265";"4";"1997-11-28 19:52:33"
"846";"48";"5";"1998-01-04 18:24:06"
"474";"227";"4";"1998-02-19 19:21:12"
"11";"268";"5";"1998-04-06 19:27:32"
"846";"650";"5";"1998-01-04 18:15:34"
"899";"284";"3";"1998-01-06 17:56:45"
"517";"127";"4";"1998-04-15 14:07:13"
"519";"266";"5";"1997-12-27 15:49:55"
"221";"92";"4";"1997-09-26 00:53:09"
"269";"715";"4";"1998-04-01 13:28:12"
"629";"509";"5";"1997-11-21 09:53:38"
"174";"269";"5";"1998-02-02 12:20:11"
"286";"336";"5";"1998-01-06 03:52:24"
"628";"874";"5";"1997-11-29 01:16:21"
"59";"135";"5";"1998-02-23 00:32:38"
"293";"549";"3";"1998-03-03 03:39:26"
"305";"216";"5";"1998-02-01 05:59:23"
"469";"306";"4";"1997-11-13 16:47:53"
"237";"100";"5";"1997-11-12 20:13:01"
"883";"886";"3";"1998-04-13 00:50:22"
"141";"147";"4";"1998-01-12 03:01:46"
"487";"67";"3";"1998-01-05 22:30:47"
"339";"135";"5";"1998-03-27 18:14:16"
"587";"327";"3";"1998-04-18 00:47:32"
"416";"150";"5";"1998-04-22 00:00:41"
"64";"196";"4";"1998-03-12 18:26:32"
"184";"747";"3";"1998-03-14 18:07:52"
"927";"274";"1";"1997-11-10 13:58:53"
"442";"219";"3";"1997-12-29 07:06:49"
"490";"258";"2";"1997-09-28 03:10:21"
"601";"287";"1";"1997-10-08 19:03:35"
"753";"194";"4";"1998-04-01 00:35:57"
"758";"603";"5";"1997-12-12 22:24:22"
"655";"594";"3";"1998-02-14 01:32:58"
"65";"63";"2";"1997-11-11 00:11:53"
"90";"155";"5";"1998-03-31 19:57:20"
"532";"754";"4";"1998-04-17 20:16:01"
"69";"298";"4";"1997-12-14 01:16:38"
"523";"652";"2";"1998-01-01 22:11:35"
"458";"408";"5";"1998-02-02 02:17:17"
"82";"414";"4";"1997-11-05 19:42:28"
"350";"427";"5";"1997-12-17 05:08:38"
"276";"323";"3";"1997-09-20 17:13:12"
"223";"8";"2";"1998-04-02 17:58:04"
"301";"265";"4";"1997-12-14 02:01:12"
"662";"13";"4";"1997-11-26 15:51:05"
"688";"898";"5";"1998-01-07 03:13:26"
"339";"217";"3";"1998-03-27 18:30:54"
"592";"4";"4";"1997-12-24 06:40:18"
"425";"550";"4";"1997-11-05 11:06:53"
"704";"286";"5";"1998-03-31 23:16:55"
"327";"338";"1";"1998-02-17 16:30:15"
"56";"63";"3";"1998-04-18 11:37:48"
"552";"274";"3";"1997-11-11 01:22:42"
"399";"1219";"3";"1997-12-17 05:47:28"
"837";"16";"2";"1997-10-01 13:03:13"
"293";"124";"4";"1998-03-03 02:58:16"
"425";"313";"1";"1998-03-19 19:25:17"
"363";"117";"5";"1998-04-02 02:42:22"
"776";"588";"4";"1998-04-10 09:18:43"
"429";"4";"4";"1997-12-17 16:08:04"
"868";"204";"2";"1997-10-17 13:31:22"
"909";"275";"5";"1998-04-07 00:36:06"
"487";"64";"5";"1997-12-29 22:37:39"
"533";"627";"2";"1997-11-13 13:46:33"
"94";"402";"4";"1998-04-04 17:54:21"
"666";"649";"3";"1997-11-26 15:24:54"
"496";"1459";"4";"1997-10-05 13:02:56"
"406";"42";"5";"1997-11-13 15:32:16"
"504";"1147";"4";"1998-02-18 17:12:21"
"748";"425";"4";"1997-11-13 17:59:33"
"184";"699";"5";"1998-03-14 18:11:54"
"344";"181";"3";"1998-01-15 18:50:47"
"407";"316";"4";"1998-02-18 17:17:14"
"883";"129";"5";"1998-04-05 02:44:48"
"221";"186";"4";"1997-09-26 00:47:21"
"620";"795";"4";"1998-03-15 15:59:00"
"805";"735";"4";"1997-12-09 17:08:59"
"194";"157";"4";"1997-11-14 19:39:44"
"715";"826";"2";"1997-10-04 07:57:32"
"323";"248";"3";"1997-11-05 11:18:39"
"804";"162";"2";"1997-11-13 15:33:57"
"868";"762";"4";"1997-10-17 14:32:15"
"274";"815";"3";"1997-11-07 20:36:03"
"244";"109";"4";"1997-11-27 01:26:38"
"882";"393";"4";"1997-11-18 16:08:52"
"187";"694";"5";"1997-11-13 20:58:52"
"239";"1020";"3";"1998-03-06 07:42:00"
"650";"420";"3";"1998-03-31 20:10:26"
"324";"339";"3";"1997-11-26 17:07:07"
"388";"845";"4";"1998-02-02 13:32:43"
"870";"641";"4";"1997-09-23 18:35:24"
"782";"1670";"3";"1998-04-02 03:16:33"
"350";"190";"4";"1997-12-17 05:21:40"
"517";"275";"5";"1998-04-15 14:18:48"
"883";"405";"3";"1998-04-06 23:42:41"
"342";"412";"3";"1997-09-26 21:04:08"
"316";"582";"5";"1997-11-29 22:48:59"
"87";"410";"4";"1997-11-18 15:09:25"
"896";"234";"4";"1998-02-10 21:45:25"
"479";"88";"4";"1997-11-13 20:00:41"
"903";"47";"5";"1998-03-27 18:18:42"
"410";"315";"4";"1998-02-27 21:52:18"
"97";"193";"4";"1998-01-08 02:56:37"
"472";"69";"5";"1998-04-17 02:23:48"
"133";"313";"3";"1998-03-22 14:42:04"
"468";"1168";"2";"1997-09-26 16:29:15"
"409";"499";"3";"1997-12-03 14:03:51"
"408";"312";"3";"1998-03-12 02:21:13"
"786";"198";"5";"1997-12-22 23:22:33"
"861";"321";"1";"1997-12-04 19:28:24"
"608";"1009";"4";"1997-11-24 18:13:52"
"275";"431";"3";"1997-11-23 16:56:09"
"862";"260";"5";"1997-11-11 23:43:03"
"927";"402";"4";"1997-11-10 17:02:03"
"327";"631";"3";"1998-02-17 17:25:33"
"903";"544";"2";"1998-03-27 17:44:30"
"119";"845";"4";"1998-01-30 13:15:22"
"472";"51";"5";"1997-10-04 13:15:08"
"707";"165";"3";"1998-01-31 19:32:19"
"916";"1098";"4";"1997-11-29 20:07:42"
"130";"95";"5";"1997-09-25 16:47:47"
"113";"277";"3";"1997-09-24 01:46:56"
"64";"190";"4";"1998-03-12 18:24:11"
"248";"323";"1";"1998-01-11 13:01:12"
"748";"657";"4";"1997-11-13 18:07:01"
"434";"118";"5";"1998-02-05 21:27:53"
"145";"268";"4";"1998-02-25 05:53:48"
"327";"28";"3";"1998-02-17 17:39:31"
"77";"179";"5";"1998-01-14 01:40:06"
"64";"655";"4";"1998-03-12 18:47:23"
"268";"3";"1";"1997-10-01 18:59:21"
"769";"597";"2";"1998-01-21 20:06:41"
"455";"301";"2";"1997-11-09 18:26:07"
"299";"971";"2";"1998-03-10 00:59:13"
"561";"1170";"3";"1998-01-26 07:10:07"
"761";"678";"2";"1997-10-06 23:01:29"
"160";"461";"5";"1997-10-14 16:39:37"
"782";"269";"3";"1998-04-02 03:14:58"
"383";"182";"5";"1998-03-29 14:33:56"
"399";"400";"3";"1997-12-17 05:59:30"
"859";"313";"5";"1998-01-25 21:32:53"
"778";"239";"4";"1998-03-24 04:58:23"
"303";"542";"2";"1997-11-14 02:09:54"
"727";"62";"3";"1998-01-02 00:43:23"
"327";"708";"4";"1998-02-18 13:16:36"
"151";"174";"5";"1997-11-14 13:14:48"
"90";"498";"5";"1998-03-31 19:26:13"
"49";"462";"2";"1998-02-21 10:08:06"
"246";"211";"4";"1998-01-16 00:50:05"
"870";"527";"5";"1997-10-01 01:21:27"
"328";"748";"3";"1998-01-17 10:54:05"
"830";"651";"4";"1998-04-02 21:02:17"
"551";"399";"3";"1998-04-17 00:56:04"
"537";"591";"3";"1998-01-28 20:27:31"
"682";"168";"5";"1998-02-26 16:29:41"
"410";"328";"3";"1998-02-27 21:46:26"
"276";"1240";"4";"1997-09-22 22:19:39"
"693";"507";"4";"1997-09-28 19:13:57"
"48";"308";"5";"1997-11-13 12:18:12"
"308";"522";"3";"1998-02-17 14:44:44"
"23";"419";"3";"1997-09-20 17:26:44"
"94";"257";"4";"1998-04-04 18:09:38"
"537";"647";"4";"1998-01-28 20:41:31"
"459";"222";"4";"1997-11-15 00:03:14"
"833";"684";"3";"1997-09-24 14:46:35"
"5";"372";"3";"1997-09-30 13:17:10"
"650";"449";"3";"1998-03-31 15:47:11"
"235";"923";"4";"1998-03-11 19:42:12"
"327";"265";"2";"1998-02-18 13:15:11"
"42";"1047";"4";"1997-12-02 20:46:59"
"401";"609";"3";"1998-03-27 18:20:25"
"916";"163";"3";"1997-11-29 20:07:14"
"655";"726";"2";"1998-02-14 13:50:55"
"405";"1062";"1";"1998-01-23 07:05:04"
"478";"68";"1";"1998-03-08 19:36:22"
"796";"22";"4";"1998-04-15 14:48:43"
"786";"376";"3";"1997-12-22 23:28:16"
"586";"44";"3";"1998-01-06 02:48:12"
"802";"304";"3";"1997-10-04 14:12:22"
"560";"11";"4";"1997-11-19 18:38:05"
"276";"418";"4";"1997-09-20 19:01:10"
"154";"191";"4";"1997-11-10 02:13:52"
"905";"282";"3";"1998-01-16 17:51:29"
"447";"202";"3";"1997-11-06 19:41:18"
"279";"27";"5";"1997-09-26 19:30:15"
"246";"92";"1";"1998-01-16 00:34:21"
"322";"505";"4";"1998-02-12 17:08:39"
"916";"52";"5";"1997-11-29 20:06:53"
